distance,time,phase
8602.804471857848,2025-03-18 09:01:29.769241211,P
8618.27439496529,2025-03-18 09:01:29.769241211,P
8672.41912584134,2025-03-18 09:01:29.793149414,P
8656.949202733897,2025-03-18 09:01:29.793149414,P
8641.479279626454,2025-03-18 09:01:29.793149414,P
8649.214241180176,2025-03-18 09:01:29.793149414,P
8695.624010502504,2025-03-18 09:01:29.817057617,P
8742.033779824833,2025-03-18 09:01:29.840965820,P
8834.85331846949,2025-03-18 09:01:29.864874023,P
8772.973626039719,2025-03-18 09:01:29.864874023,P
8788.443549147161,2025-03-18 09:01:29.864874023,P
8811.648433808325,2025-03-18 09:01:29.864874023,P
8827.118356915767,2025-03-18 09:01:29.864874023,P
8850.323241576933,2025-03-18 09:01:29.864874023,P
8912.202934006704,2025-03-18 09:01:29.888782471,P
8873.528126238096,2025-03-18 09:01:29.888782471,P
8927.672857114147,2025-03-18 09:01:29.912690674,P
8935.407818667867,2025-03-18 09:01:29.912690674,P
8943.14278022159,2025-03-18 09:01:29.912690674,P
8950.87774177531,2025-03-18 09:01:29.912690674,P
8974.082626436475,2025-03-18 09:01:29.912690674,P
9515.529935196973,2025-03-18 09:01:29.936598877,P
9554.204742965581,2025-03-18 09:01:29.936598877,P
9577.409627626746,2025-03-18 09:01:29.936598877,P
9623.819396949075,2025-03-18 09:01:29.936598877,P
9647.024281610238,2025-03-18 09:01:29.936598877,P
9670.229166271403,2025-03-18 09:01:29.936598877,P
9685.699089378846,2025-03-18 09:01:29.936598877,P
9693.434050932567,2025-03-18 09:01:29.936598877,P
9701.169012486289,2025-03-18 09:01:29.936598877,P
9755.313743362338,2025-03-18 09:01:29.936598877,P
9732.108858701175,2025-03-18 09:01:29.936598877,P
9786.253589577223,2025-03-18 09:01:29.936598877,P
9817.193435792109,2025-03-18 09:01:29.936598877,P
9832.663358899552,2025-03-18 09:01:29.936598877,P
9848.133282006995,2025-03-18 09:01:29.936598877,P
9863.603205114438,2025-03-18 09:01:29.936598877,P
9879.07312822188,2025-03-18 09:01:29.936598877,P
