distance,picks,Phase,channel
489.6,2025-03-18 09:01:33.258675456,S,51
499.2,2025-03-18 09:01:33.258675456,S,52
508.8,2025-03-18 09:01:33.258675456,S,53
518.4,2025-03-18 09:01:33.258675456,S,54
528.0,2025-03-18 09:01:33.265689344,S,55
537.6,2025-03-18 09:01:33.295362048,S,56
547.2,2025-03-18 09:01:33.301874176,S,57
556.8,2025-03-18 09:01:33.301874176,S,58
566.4,2025-03-18 09:01:33.301874176,S,59
576.0,2025-03-18 09:01:33.301874176,S,60
585.6,2025-03-18 09:01:33.301874176,S,61
595.2,2025-03-18 09:01:33.301874176,S,62
604.8,2025-03-18 09:01:33.301874176,S,63
614.4,2025-03-18 09:01:33.301874176,S,64
624.0,2025-03-18 09:01:33.301874176,S,65
633.6,2025-03-18 09:01:33.301874176,S,66
643.2,2025-03-18 09:01:33.301874176,S,67
652.8,2025-03-18 09:01:33.301874176,S,68
662.4,2025-03-18 09:01:33.301874176,S,69
672.0,2025-03-18 09:01:33.301874176,S,70
681.6,2025-03-18 09:01:33.301874176,S,71
691.2,2025-03-18 09:01:33.301874176,S,72
700.8,2025-03-18 09:01:33.301874176,S,73
710.4,2025-03-18 09:01:33.301874176,S,74
720.0,2025-03-18 09:01:33.301874176,S,75
729.6,2025-03-18 09:01:33.301874176,S,76
739.2,2025-03-18 09:01:33.301874176,S,77
748.8,2025-03-18 09:01:33.301874176,S,78
758.4,2025-03-18 09:01:33.301874176,S,79
768.0,2025-03-18 09:01:33.301874176,S,80
777.6,2025-03-18 09:01:33.301874176,S,81
787.2,2025-03-18 09:01:33.301874176,S,82
796.8,2025-03-18 09:01:33.301874176,S,83
806.4,2025-03-18 09:01:33.301874176,S,84
816.0,2025-03-18 09:01:33.301874176,S,85
825.6,2025-03-18 09:01:33.301874176,S,86
835.2,2025-03-18 09:01:33.301874176,S,87
844.8,2025-03-18 09:01:33.301874176,S,88
854.4,2025-03-18 09:01:33.301874176,S,89
864.0,2025-03-18 09:01:33.301874176,S,90
873.6,2025-03-18 09:01:33.301874176,S,91
883.2,2025-03-18 09:01:33.301874176,S,92
892.8,2025-03-18 09:01:33.301874176,S,93
902.4,2025-03-18 09:01:33.301874176,S,94
912.0,2025-03-18 09:01:33.301874176,S,95
921.6,2025-03-18 09:01:33.301874176,S,96
931.2,2025-03-18 09:01:33.301874176,S,97
940.8,2025-03-18 09:01:33.301874176,S,98
950.4,2025-03-18 09:01:33.301874176,S,99
960.0,2025-03-18 09:01:33.301874176,S,100
969.6,2025-03-18 09:01:33.301874176,S,101
979.2,2025-03-18 09:01:33.301874176,S,102
988.8,2025-03-18 09:01:33.301874176,S,103
998.4,2025-03-18 09:01:33.301874176,S,104
1008.0,2025-03-18 09:01:33.301874176,S,105
1017.6,2025-03-18 09:01:33.301874176,S,106
1027.2,2025-03-18 09:01:33.301874176,S,107
1036.8,2025-03-18 09:01:33.301874176,S,108
1046.4,2025-03-18 09:01:33.301874176,S,109
1056.0,2025-03-18 09:01:33.301874176,S,110
1065.6,2025-03-18 09:01:33.301874176,S,111
1075.2,2025-03-18 09:01:33.301874176,S,112
1084.8,2025-03-18 09:01:33.301874176,S,113
1094.4,2025-03-18 09:01:33.301874176,S,114
1104.0,2025-03-18 09:01:33.301874176,S,115
1113.6,2025-03-18 09:01:33.301874176,S,116
1123.2,2025-03-18 09:01:33.301874176,S,117
1132.8,2025-03-18 09:01:33.301874176,S,118
1142.4,2025-03-18 09:01:33.301874176,S,119
1152.0,2025-03-18 09:01:33.301874176,S,120
1161.6,2025-03-18 09:01:33.301874176,S,121
1171.2,2025-03-18 09:01:33.301874176,S,122
1180.8,2025-03-18 09:01:33.301874176,S,123
1190.4,2025-03-18 09:01:33.301874176,S,124
1200.0,2025-03-18 09:01:33.301874176,S,125
1209.6,2025-03-18 09:01:33.301874176,S,126
1219.2,2025-03-18 09:01:33.301874176,S,127
1228.8,2025-03-18 09:01:33.301874176,S,128
1238.4,2025-03-18 09:01:33.301874176,S,129
1248.0,2025-03-18 09:01:33.301874176,S,130
1257.6,2025-03-18 09:01:33.301874176,S,131
1267.2,2025-03-18 09:01:33.301874176,S,132
1276.8,2025-03-18 09:01:33.301874176,S,133
1286.4,2025-03-18 09:01:33.301874176,S,134
1296.0,2025-03-18 09:01:33.301874176,S,135
1305.6,2025-03-18 09:01:33.301874176,S,136
1315.2,2025-03-18 09:01:33.301874176,S,137
1324.8,2025-03-18 09:01:33.301874176,S,138
1334.4,2025-03-18 09:01:33.301874176,S,139
1344.0,2025-03-18 09:01:33.301874176,S,140
1353.6,2025-03-18 09:01:33.301874176,S,141
1363.2,2025-03-18 09:01:33.301874176,S,142
1372.8,2025-03-18 09:01:33.301874176,S,143
1382.4,2025-03-18 09:01:33.301874176,S,144
1392.0,2025-03-18 09:01:33.301874176,S,145
1401.6,2025-03-18 09:01:33.301874176,S,146
1411.2,2025-03-18 09:01:33.301874176,S,147
1420.8,2025-03-18 09:01:33.301874176,S,148
1430.4,2025-03-18 09:01:33.301874176,S,149
1440.0,2025-03-18 09:01:33.301874176,S,150
1449.6,2025-03-18 09:01:33.301874176,S,151
1459.2,2025-03-18 09:01:33.301874176,S,152
1468.8,2025-03-18 09:01:33.301874176,S,153
1478.4,2025-03-18 09:01:33.301874176,S,154
1488.0,2025-03-18 09:01:33.301874176,S,155
1497.6,2025-03-18 09:01:33.301874176,S,156
1507.2,2025-03-18 09:01:33.301874176,S,157
1516.8,2025-03-18 09:01:33.301874176,S,158
1526.4,2025-03-18 09:01:33.301874176,S,159
1536.0,2025-03-18 09:01:33.301874176,S,160
1545.6,2025-03-18 09:01:33.301874176,S,161
1555.2,2025-03-18 09:01:33.301874176,S,162
1564.8,2025-03-18 09:01:33.301874176,S,163
1574.4,2025-03-18 09:01:33.301874176,S,164
1584.0,2025-03-18 09:01:33.301874176,S,165
1593.6,2025-03-18 09:01:33.301874176,S,166
1603.2,2025-03-18 09:01:33.301874176,S,167
1612.8,2025-03-18 09:01:33.301874176,S,168
1622.4,2025-03-18 09:01:33.301874176,S,169
1632.0,2025-03-18 09:01:33.301874176,S,170
1641.6,2025-03-18 09:01:33.301874176,S,171
1651.2,2025-03-18 09:01:33.301874176,S,172
1660.8,2025-03-18 09:01:33.301874176,S,173
1670.4,2025-03-18 09:01:33.301874176,S,174
1680.0,2025-03-18 09:01:33.301874176,S,175
1689.6,2025-03-18 09:01:33.301874176,S,176
1699.2,2025-03-18 09:01:33.301874176,S,177
1708.8,2025-03-18 09:01:33.301874176,S,178
1718.4,2025-03-18 09:01:33.301874176,S,179
1728.0,2025-03-18 09:01:33.301874176,S,180
1737.6,2025-03-18 09:01:33.301874176,S,181
1747.2,2025-03-18 09:01:33.301874176,S,182
1756.8,2025-03-18 09:01:33.298213376,S,183
1766.4,2025-03-18 09:01:33.268540416,S,184
1776.0,2025-03-18 09:01:33.258675456,S,185
1785.6,2025-03-18 09:01:33.258675456,S,186
1795.2,2025-03-18 09:01:33.258675456,S,187
1804.8,2025-03-18 09:01:33.253068032,S,188
1814.4,2025-03-18 09:01:33.245649920,S,189
1824.0,2025-03-18 09:01:33.238231808,S,190
1833.6,2025-03-18 09:01:33.230813696,S,191
1843.2,2025-03-18 09:01:33.223395328,S,192
1852.8,2025-03-18 09:01:33.215977216,S,193
1862.4,2025-03-18 09:01:33.215476992,S,194
1872.0,2025-03-18 09:01:33.215476992,S,195
1881.6,2025-03-18 09:01:33.215476992,S,196
1891.2,2025-03-18 09:01:33.215476992,S,197
1900.8,2025-03-18 09:01:33.215476992,S,198
1910.4,2025-03-18 09:01:33.215476992,S,199
1920.0,2025-03-18 09:01:33.215476992,S,200
1929.6,2025-03-18 09:01:33.210629888,S,201
1939.2,2025-03-18 09:01:33.203211520,S,202
1948.8,2025-03-18 09:01:33.195793408,S,203
1958.4,2025-03-18 09:01:33.188375040,S,204
1968.0,2025-03-18 09:01:33.180956928,S,205
1977.6,2025-03-18 09:01:33.173538560,S,206
1987.2,2025-03-18 09:01:33.172278272,S,207
1996.8,2025-03-18 09:01:33.172278272,S,208
2006.4,2025-03-18 09:01:33.172278272,S,209
2016.0,2025-03-18 09:01:33.172278272,S,210
2025.6,2025-03-18 09:01:33.172278272,S,211
2035.2,2025-03-18 09:01:33.172278272,S,212
2044.8,2025-03-18 09:01:33.172278272,S,213
2054.4,2025-03-18 09:01:33.172278272,S,214
2064.0,2025-03-18 09:01:33.172278272,S,215
2073.6,2025-03-18 09:01:33.172278272,S,216
2083.2,2025-03-18 09:01:33.172278272,S,217
2092.8,2025-03-18 09:01:33.172278272,S,218
2102.4,2025-03-18 09:01:33.172278272,S,219
2112.0,2025-03-18 09:01:33.172278272,S,220
2121.6,2025-03-18 09:01:33.172278272,S,221
2131.2,2025-03-18 09:01:33.172278272,S,222
2140.8,2025-03-18 09:01:33.148065792,S,223
2150.4,2025-03-18 09:01:33.129079552,S,224
2160.0,2025-03-18 09:01:33.129079552,S,225
2169.6,2025-03-18 09:01:33.129079552,S,226
2179.2,2025-03-18 09:01:33.129079552,S,227
2188.8,2025-03-18 09:01:33.129079552,S,228
2198.4,2025-03-18 09:01:33.129079552,S,229
2208.0,2025-03-18 09:01:33.123769856,S,230
2217.6,2025-03-18 09:01:33.113878784,S,231
2227.2,2025-03-18 09:01:33.103987712,S,232
2236.8,2025-03-18 09:01:33.094096896,S,233
2246.4,2025-03-18 09:01:33.085880832,S,234
2256.0,2025-03-18 09:01:33.085880832,S,235
2265.6,2025-03-18 09:01:33.085880832,S,236
2275.2,2025-03-18 09:01:33.085880832,S,237
2284.8,2025-03-18 09:01:33.085880832,S,238
2294.4,2025-03-18 09:01:33.085880832,S,239
2304.0,2025-03-18 09:01:33.085880832,S,240
2313.6,2025-03-18 09:01:33.085880832,S,241
2323.2,2025-03-18 09:01:33.085880832,S,242
2332.8,2025-03-18 09:01:33.082658560,S,243
2342.4,2025-03-18 09:01:33.075240448,S,244
2352.0,2025-03-18 09:01:33.067822080,S,245
2361.6,2025-03-18 09:01:33.060403968,S,246
2371.2,2025-03-18 09:01:33.052985600,S,247
2380.8,2025-03-18 09:01:33.045567488,S,248
2390.4,2025-03-18 09:01:33.042682112,S,249
2400.0,2025-03-18 09:01:33.042682112,S,250
2409.6,2025-03-18 09:01:33.042682112,S,251
2419.2,2025-03-18 09:01:33.042682112,S,252
2428.8,2025-03-18 09:01:33.042682112,S,253
2438.4,2025-03-18 09:01:33.042682112,S,254
2448.0,2025-03-18 09:01:33.042682112,S,255
2457.6,2025-03-18 09:01:33.042682112,S,256
2467.2,2025-03-18 09:01:33.042682112,S,257
2476.8,2025-03-18 09:01:33.042682112,S,258
2486.4,2025-03-18 09:01:33.042682112,S,259
2496.0,2025-03-18 09:01:33.042682112,S,260
2505.6,2025-03-18 09:01:33.042682112,S,261
2515.2,2025-03-18 09:01:33.042682112,S,262
2524.8,2025-03-18 09:01:33.042682112,S,263
2534.4,2025-03-18 09:01:33.042682112,S,264
2544.0,2025-03-18 09:01:33.042682112,S,265
2553.6,2025-03-18 09:01:33.042682112,S,266
2563.2,2025-03-18 09:01:33.042682112,S,267
2572.8,2025-03-18 09:01:33.042682112,S,268
2582.4,2025-03-18 09:01:33.042682112,S,269
2592.0,2025-03-18 09:01:33.042682112,S,270
2601.6,2025-03-18 09:01:33.042682112,S,271
2611.2,2025-03-18 09:01:33.042682112,S,272
2620.8,2025-03-18 09:01:33.042682112,S,273
2630.4,2025-03-18 09:01:33.042682112,S,274
2640.0,2025-03-18 09:01:33.042682112,S,275
2649.6,2025-03-18 09:01:33.042682112,S,276
2659.2,2025-03-18 09:01:33.042682112,S,277
2668.8,2025-03-18 09:01:33.042682112,S,278
2678.4,2025-03-18 09:01:33.042682112,S,279
2688.0,2025-03-18 09:01:33.042682112,S,280
2697.6,2025-03-18 09:01:33.042682112,S,281
2707.2,2025-03-18 09:01:33.042682112,S,282
2716.8,2025-03-18 09:01:33.042682112,S,283
2726.4,2025-03-18 09:01:33.042682112,S,284
2736.0,2025-03-18 09:01:33.042682112,S,285
2745.6,2025-03-18 09:01:33.042682112,S,286
2755.2,2025-03-18 09:01:33.042682112,S,287
2764.8,2025-03-18 09:01:33.042682112,S,288
2774.4,2025-03-18 09:01:33.042682112,S,289
2784.0,2025-03-18 09:01:33.042682112,S,290
2793.6,2025-03-18 09:01:33.042682112,S,291
2803.2,2025-03-18 09:01:33.042682112,S,292
2812.8,2025-03-18 09:01:33.042682112,S,293
2822.4,2025-03-18 09:01:33.042682112,S,294
2832.0,2025-03-18 09:01:33.042682112,S,295
2841.6,2025-03-18 09:01:33.042682112,S,296
2851.2,2025-03-18 09:01:33.042682112,S,297
2860.8,2025-03-18 09:01:33.042682112,S,298
2870.4,2025-03-18 09:01:33.042682112,S,299
2880.0,2025-03-18 09:01:33.042682112,S,300
2889.6,2025-03-18 09:01:33.042682112,S,301
2899.2,2025-03-18 09:01:33.042682112,S,302
2908.8,2025-03-18 09:01:33.042682112,S,303
2918.4,2025-03-18 09:01:33.042682112,S,304
2928.0,2025-03-18 09:01:33.042682112,S,305
2937.6,2025-03-18 09:01:33.042682112,S,306
2947.2,2025-03-18 09:01:33.042682112,S,307
2956.8,2025-03-18 09:01:33.042682112,S,308
2966.4,2025-03-18 09:01:33.042682112,S,309
2976.0,2025-03-18 09:01:33.042682112,S,310
2985.6,2025-03-18 09:01:33.042682112,S,311
2995.2,2025-03-18 09:01:33.042682112,S,312
3004.8,2025-03-18 09:01:33.050909696,S,313
3014.4,2025-03-18 09:01:33.065746176,S,314
3024.0,2025-03-18 09:01:33.080582656,S,315
3033.6,2025-03-18 09:01:33.092239616,S,316
3043.2,2025-03-18 09:01:33.102130688,S,317
3052.8,2025-03-18 09:01:33.112021504,S,318
3062.4,2025-03-18 09:01:33.121912576,S,319
3072.0,2025-03-18 09:01:33.129079552,S,320
3081.6,2025-03-18 09:01:33.129079552,S,321
3091.2,2025-03-18 09:01:33.129079552,S,322
3100.8,2025-03-18 09:01:33.129079552,S,323
3110.4,2025-03-18 09:01:33.129079552,S,324
3120.0,2025-03-18 09:01:33.129079552,S,325
3129.6,2025-03-18 09:01:33.129079552,S,326
3139.2,2025-03-18 09:01:33.129079552,S,327
3148.8,2025-03-18 09:01:33.143860480,S,328
3158.4,2025-03-18 09:01:33.158696960,S,329
3168.0,2025-03-18 09:01:33.172905728,S,330
3177.6,2025-03-18 09:01:33.180324096,S,331
3187.2,2025-03-18 09:01:33.187742208,S,332
3196.8,2025-03-18 09:01:33.195160576,S,333
3206.4,2025-03-18 09:01:33.202578688,S,334
3216.0,2025-03-18 09:01:33.209997056,S,335
3225.6,2025-03-18 09:01:33.215476992,S,336
3235.2,2025-03-18 09:01:33.215476992,S,337
3244.8,2025-03-18 09:01:33.215476992,S,338
3254.4,2025-03-18 09:01:33.215476992,S,339
3264.0,2025-03-18 09:01:33.215476992,S,340
3273.6,2025-03-18 09:01:33.215476992,S,341
3283.2,2025-03-18 09:01:33.215476992,S,342
3292.8,2025-03-18 09:01:33.215476992,S,343
3302.4,2025-03-18 09:01:33.215476992,S,344
3312.0,2025-03-18 09:01:33.215476992,S,345
3321.6,2025-03-18 09:01:33.215476992,S,346
3331.2,2025-03-18 09:01:33.215476992,S,347
3340.8,2025-03-18 09:01:33.215476992,S,348
3350.4,2025-03-18 09:01:33.217047808,S,349
3360.0,2025-03-18 09:01:33.226938624,S,350
3369.6,2025-03-18 09:01:33.236829696,S,351
3379.2,2025-03-18 09:01:33.246720512,S,352
3388.8,2025-03-18 09:01:33.256611584,S,353
3398.4,2025-03-18 09:01:33.258675456,S,354
3408.0,2025-03-18 09:01:33.258675456,S,355
3417.6,2025-03-18 09:01:33.258675456,S,356
3427.2,2025-03-18 09:01:33.258675456,S,357
3436.8,2025-03-18 09:01:33.258675456,S,358
3446.4,2025-03-18 09:01:33.258675456,S,359
3456.0,2025-03-18 09:01:33.258675456,S,360
3465.6,2025-03-18 09:01:33.258675456,S,361
3475.2,2025-03-18 09:01:33.258675456,S,362
3484.8,2025-03-18 09:01:33.258675456,S,363
3494.4,2025-03-18 09:01:33.258675456,S,364
3504.0,2025-03-18 09:01:33.258675456,S,365
3513.6,2025-03-18 09:01:33.258675456,S,366
3523.2,2025-03-18 09:01:33.258675456,S,367
3532.8,2025-03-18 09:01:33.262132736,S,368
3542.4,2025-03-18 09:01:33.276969216,S,369
3552.0,2025-03-18 09:01:33.291805696,S,370
3561.6,2025-03-18 09:01:33.301874176,S,371
3571.2,2025-03-18 09:01:33.301874176,S,372
3580.8,2025-03-18 09:01:33.301874176,S,373
3590.4,2025-03-18 09:01:33.301874176,S,374
3600.0,2025-03-18 09:01:33.301874176,S,375
3609.6,2025-03-18 09:01:33.301874176,S,376
3619.2,2025-03-18 09:01:33.309263616,S,377
3628.8,2025-03-18 09:01:33.324100096,S,378
3638.4,2025-03-18 09:01:33.338936320,S,379
3648.0,2025-03-18 09:01:33.345072896,S,380
3657.6,2025-03-18 09:01:33.345072896,S,381
3667.2,2025-03-18 09:01:33.345072896,S,382
3676.8,2025-03-18 09:01:33.345072896,S,383
3686.4,2025-03-18 09:01:33.345072896,S,384
3696.0,2025-03-18 09:01:33.345072896,S,385
3705.6,2025-03-18 09:01:33.345072896,S,386
3715.2,2025-03-18 09:01:33.345072896,S,387
3724.8,2025-03-18 09:01:33.345072896,S,388
3734.4,2025-03-18 09:01:33.345072896,S,389
3744.0,2025-03-18 09:01:33.356811264,S,390
3753.6,2025-03-18 09:01:33.386483968,S,391
3763.2,2025-03-18 09:01:33.388271616,S,392
3772.8,2025-03-18 09:01:33.388271616,S,393
3782.4,2025-03-18 09:01:33.388271616,S,394
3792.0,2025-03-18 09:01:33.388271616,S,395
3801.6,2025-03-18 09:01:33.388271616,S,396
3811.2,2025-03-18 09:01:33.388271616,S,397
3820.8,2025-03-18 09:01:33.388271616,S,398
3830.4,2025-03-18 09:01:33.388271616,S,399
3840.0,2025-03-18 09:01:33.388271616,S,400
3849.6,2025-03-18 09:01:33.388271616,S,401
3859.2,2025-03-18 09:01:33.388271616,S,402
3868.8,2025-03-18 09:01:33.388271616,S,403
3878.4,2025-03-18 09:01:33.388271616,S,404
3888.0,2025-03-18 09:01:33.388271616,S,405
3897.6,2025-03-18 09:01:33.388271616,S,406
3907.2,2025-03-18 09:01:33.388271616,S,407
3916.8,2025-03-18 09:01:33.388271616,S,408
3926.4,2025-03-18 09:01:33.388271616,S,409
3936.0,2025-03-18 09:01:33.388375296,S,410
3945.6,2025-03-18 09:01:33.395793408,S,411
3955.2,2025-03-18 09:01:33.403211776,S,412
3964.8,2025-03-18 09:01:33.410629888,S,413
3974.4,2025-03-18 09:01:33.418048256,S,414
3984.0,2025-03-18 09:01:33.425466368,S,415
3993.6,2025-03-18 09:01:33.431470336,S,416
4003.2,2025-03-18 09:01:33.431470336,S,417
4012.8,2025-03-18 09:01:33.431470336,S,418
4022.4,2025-03-18 09:01:33.431470336,S,419
4032.0,2025-03-18 09:01:33.431470336,S,420
4041.6,2025-03-18 09:01:33.431470336,S,421
4051.2,2025-03-18 09:01:33.431470336,S,422
4060.8,2025-03-18 09:01:33.431470336,S,423
4070.4,2025-03-18 09:01:33.431470336,S,424
4080.0,2025-03-18 09:01:33.431470336,S,425
4089.6,2025-03-18 09:01:33.431470336,S,426
4099.2,2025-03-18 09:01:33.431470336,S,427
4108.8,2025-03-18 09:01:33.431470336,S,428
4118.4,2025-03-18 09:01:33.431470336,S,429
4128.0,2025-03-18 09:01:33.431470336,S,430
4137.6,2025-03-18 09:01:33.431470336,S,431
4147.2,2025-03-18 09:01:33.431470336,S,432
4156.8,2025-03-18 09:01:33.431470336,S,433
4166.4,2025-03-18 09:01:33.438598912,S,434
4176.0,2025-03-18 09:01:33.448489984,S,435
4185.6,2025-03-18 09:01:33.458380800,S,436
4195.2,2025-03-18 09:01:33.468271872,S,437
4204.8,2025-03-18 09:01:33.474669312,S,438
4214.4,2025-03-18 09:01:33.474669312,S,439
4224.0,2025-03-18 09:01:33.474669312,S,440
4233.6,2025-03-18 09:01:33.474669312,S,441
4243.2,2025-03-18 09:01:33.474669312,S,442
4252.8,2025-03-18 09:01:33.474669312,S,443
4262.4,2025-03-18 09:01:33.474669312,S,444
4272.0,2025-03-18 09:01:33.474669312,S,445
4281.6,2025-03-18 09:01:33.474669312,S,446
4291.2,2025-03-18 09:01:33.474669312,S,447
4300.8,2025-03-18 09:01:33.474669312,S,448
4310.4,2025-03-18 09:01:33.474669312,S,449
4320.0,2025-03-18 09:01:33.495635456,S,450
4329.6,2025-03-18 09:01:33.517868032,S,451
4339.2,2025-03-18 09:01:33.517868032,S,452
4348.8,2025-03-18 09:01:33.517868032,S,453
4358.4,2025-03-18 09:01:33.517868032,S,454
4368.0,2025-03-18 09:01:33.517868032,S,455
4377.6,2025-03-18 09:01:33.530972416,S,456
4387.2,2025-03-18 09:01:33.545808896,S,457
4396.8,2025-03-18 09:01:33.560645120,S,458
4406.4,2025-03-18 09:01:33.561066496,S,459
4416.0,2025-03-18 09:01:33.561066496,S,460
4425.6,2025-03-18 09:01:33.561066496,S,461
4435.2,2025-03-18 09:01:33.561066496,S,462
4444.8,2025-03-18 09:01:33.561066496,S,463
4454.4,2025-03-18 09:01:33.561066496,S,464
4464.0,2025-03-18 09:01:33.561066496,S,465
4473.6,2025-03-18 09:01:33.561066496,S,466
4483.2,2025-03-18 09:01:33.561066496,S,467
4492.8,2025-03-18 09:01:33.561066496,S,468
4502.4,2025-03-18 09:01:33.568789248,S,469
4512.0,2025-03-18 09:01:33.578680320,S,470
4521.6,2025-03-18 09:01:33.588571392,S,471
4531.2,2025-03-18 09:01:33.598462208,S,472
4540.8,2025-03-18 09:01:33.604265216,S,473
4550.4,2025-03-18 09:01:33.604265216,S,474
4560.0,2025-03-18 09:01:33.604265216,S,475
4569.6,2025-03-18 09:01:33.607986432,S,476
4579.2,2025-03-18 09:01:33.615404800,S,477
4588.8,2025-03-18 09:01:33.622822912,S,478
4598.4,2025-03-18 09:01:33.630241280,S,479
4608.0,2025-03-18 09:01:33.637659392,S,480
4617.6,2025-03-18 09:01:33.645077760,S,481
4627.2,2025-03-18 09:01:33.647463936,S,482
4636.8,2025-03-18 09:01:33.647463936,S,483
4646.4,2025-03-18 09:01:33.647463936,S,484
4656.0,2025-03-18 09:01:33.647463936,S,485
4665.6,2025-03-18 09:01:33.647463936,S,486
4675.2,2025-03-18 09:01:33.647463936,S,487
4684.8,2025-03-18 09:01:33.647463936,S,488
4694.4,2025-03-18 09:01:33.647463936,S,489
4704.0,2025-03-18 09:01:33.647463936,S,490
4713.6,2025-03-18 09:01:33.647463936,S,491
4723.2,2025-03-18 09:01:33.647463936,S,492
4732.8,2025-03-18 09:01:33.647463936,S,493
4742.4,2025-03-18 09:01:33.647463936,S,494
4752.0,2025-03-18 09:01:33.647463936,S,495
4761.6,2025-03-18 09:01:33.647463936,S,496
4771.2,2025-03-18 09:01:33.647463936,S,497
4780.8,2025-03-18 09:01:33.647463936,S,498
4790.4,2025-03-18 09:01:33.647463936,S,499
4800.0,2025-03-18 09:01:33.647463936,S,500
4809.6,2025-03-18 09:01:33.647463936,S,501
4819.2,2025-03-18 09:01:33.647463936,S,502
4828.8,2025-03-18 09:01:33.647463936,S,503
4838.4,2025-03-18 09:01:33.647463936,S,504
4848.0,2025-03-18 09:01:33.647463936,S,505
4857.6,2025-03-18 09:01:33.647463936,S,506
4867.2,2025-03-18 09:01:33.647463936,S,507
4876.8,2025-03-18 09:01:33.647463936,S,508
4886.4,2025-03-18 09:01:33.647463936,S,509
4896.0,2025-03-18 09:01:33.647463936,S,510
4905.6,2025-03-18 09:01:33.647463936,S,511
4915.2,2025-03-18 09:01:33.649035264,S,512
4924.8,2025-03-18 09:01:33.663871744,S,513
4934.4,2025-03-18 09:01:33.678708224,S,514
4944.0,2025-03-18 09:01:33.690662656,S,515
4953.6,2025-03-18 09:01:33.690662656,S,516
4963.2,2025-03-18 09:01:33.690662656,S,517
4972.8,2025-03-18 09:01:33.690662656,S,518
4982.4,2025-03-18 09:01:33.690662656,S,519
4992.0,2025-03-18 09:01:33.690662656,S,520
5001.6,2025-03-18 09:01:33.690662656,S,521
5011.2,2025-03-18 09:01:33.690662656,S,522
5020.8,2025-03-18 09:01:33.690662656,S,523
5030.4,2025-03-18 09:01:33.690662656,S,524
5040.0,2025-03-18 09:01:33.690662656,S,525
5049.6,2025-03-18 09:01:33.690662656,S,526
5059.2,2025-03-18 09:01:33.690662656,S,527
5068.8,2025-03-18 09:01:33.690662656,S,528
5078.4,2025-03-18 09:01:33.690662656,S,529
5088.0,2025-03-18 09:01:33.690662656,S,530
5097.6,2025-03-18 09:01:33.690662656,S,531
5107.2,2025-03-18 09:01:33.690662656,S,532
5116.8,2025-03-18 09:01:33.690662656,S,533
5126.4,2025-03-18 09:01:33.690662656,S,534
5136.0,2025-03-18 09:01:33.690662656,S,535
5145.6,2025-03-18 09:01:33.690662656,S,536
5155.2,2025-03-18 09:01:33.690662656,S,537
5164.8,2025-03-18 09:01:33.690662656,S,538
5174.4,2025-03-18 09:01:33.717397248,S,539
5184.0,2025-03-18 09:01:33.733861376,S,540
5193.6,2025-03-18 09:01:33.733861376,S,541
5203.2,2025-03-18 09:01:33.733861376,S,542
5212.8,2025-03-18 09:01:33.733861376,S,543
5222.4,2025-03-18 09:01:33.733861376,S,544
5232.0,2025-03-18 09:01:33.733861376,S,545
5241.6,2025-03-18 09:01:33.740012032,S,546
5251.2,2025-03-18 09:01:33.749902848,S,547
5260.8,2025-03-18 09:01:33.759793920,S,548
5270.4,2025-03-18 09:01:33.769684736,S,549
5280.0,2025-03-18 09:01:33.777060096,S,550
5289.6,2025-03-18 09:01:33.777060096,S,551
5299.2,2025-03-18 09:01:33.777060096,S,552
5308.8,2025-03-18 09:01:33.777060096,S,553
5318.4,2025-03-18 09:01:33.777060096,S,554
5328.0,2025-03-18 09:01:33.777060096,S,555
5337.6,2025-03-18 09:01:33.777060096,S,556
5347.2,2025-03-18 09:01:33.777060096,S,557
5356.8,2025-03-18 09:01:33.777060096,S,558
5366.4,2025-03-18 09:01:33.777060096,S,559
5376.0,2025-03-18 09:01:33.777060096,S,560
5385.6,2025-03-18 09:01:33.777060096,S,561
5395.2,2025-03-18 09:01:33.777060096,S,562
5404.8,2025-03-18 09:01:33.777060096,S,563
5414.4,2025-03-18 09:01:33.777060096,S,564
5424.0,2025-03-18 09:01:33.777060096,S,565
5433.6,2025-03-18 09:01:33.777060096,S,566
5443.2,2025-03-18 09:01:33.777060096,S,567
5452.8,2025-03-18 09:01:33.777060096,S,568
5462.4,2025-03-18 09:01:33.777060096,S,569
5472.0,2025-03-18 09:01:33.777060096,S,570
5481.6,2025-03-18 09:01:33.777060096,S,571
5491.2,2025-03-18 09:01:33.777060096,S,572
5500.8,2025-03-18 09:01:33.777060096,S,573
5510.4,2025-03-18 09:01:33.777060096,S,574
5520.0,2025-03-18 09:01:33.777060096,S,575
5529.6,2025-03-18 09:01:33.777060096,S,576
5539.2,2025-03-18 09:01:33.777060096,S,577
5548.8,2025-03-18 09:01:33.777060096,S,578
5558.4,2025-03-18 09:01:33.777060096,S,579
5568.0,2025-03-18 09:01:33.777060096,S,580
5577.6,2025-03-18 09:01:33.777060096,S,581
5587.2,2025-03-18 09:01:33.777060096,S,582
5596.8,2025-03-18 09:01:33.777060096,S,583
5606.4,2025-03-18 09:01:33.777060096,S,584
5616.0,2025-03-18 09:01:33.777060096,S,585
5625.6,2025-03-18 09:01:33.777060096,S,586
5635.2,2025-03-18 09:01:33.777060096,S,587
5644.8,2025-03-18 09:01:33.777060096,S,588
5654.4,2025-03-18 09:01:33.777060096,S,589
5664.0,2025-03-18 09:01:33.777060096,S,590
